1256.657978,854.560983
1237.246042,839.103329
1217.834105,823.645676
1198.422168,808.188023
1179.010232,792.730370
1159.598295,777.272716
1140.186358,761.815063
1120.774422,746.357410
1101.362485,730.899757
1081.950548,715.442103
1062.538612,699.984450
1043.126675,684.526797
1023.714738,669.069143
1004.302802,653.611490
984.890865,638.153837
965.478928,622.696184
946.066992,607.238530
926.655055,591.780877
907.243118,576.323224
887.831182,560.865571
868.419245,545.407917
849.007308,529.950264
829.595372,514.492611
810.183435,499.034957
790.771498,483.577304
771.359562,468.119651
751.947625,452.661998
732.535688,437.204344
713.123752,421.746691
693.711815,406.289038
674.299878,390.831385
654.887942,375.373731
635.476005,359.916078
616.064068,344.458425
596.652132,329.000772
577.240195,313.543118
557.828258,298.085465
538.416322,282.627812
519.004385,267.170158
499.592448,251.712505
480.180512,236.254852
460.768575,220.797199
441.356638,205.339545
421.944702,189.881892
402.532765,174.424239
383.120828,158.966586
363.708892,143.508932
344.296955,128.051279
324.885018,112.593626
305.473082,97.135972
286.061145,81.678319
266.649208,66.220666
247.237272,50.763013
227.825335,35.305359
208.413398,19.847706
189.001462,4.390053
169.589525,-11.067600
150.177588,-26.525254
130.765652,-41.982907
111.353715,-57.440560
91.941778,-72.898214
72.529842,-88.355867
53.117905,-103.813520
33.705968,-119.271173
14.294032,-134.728827
-5.117905,-150.186480
-24.529842,-165.644133
-43.941778,-181.101786
-63.353715,-196.559440
-82.765652,-212.017093
-102.177588,-227.474746
-121.589525,-242.932400
-141.001462,-258.390053
-160.413398,-273.847706
-179.825335,-289.305359
-199.237272,-304.763013
-218.649208,-320.220666
-238.061145,-335.678319
-257.473082,-351.135972
-276.885018,-366.593626
-296.296955,-382.051279
-315.708892,-397.508932
-335.120828,-412.966586
-354.532765,-428.424239
-373.944702,-443.881892
-393.356638,-459.339545
-412.768575,-474.797199
-432.180512,-490.254852
-451.592448,-505.712505
-471.004385,-521.170158
-490.416322,-536.627812
-509.828258,-552.085465
-529.240195,-567.543118
-548.652132,-583.000772
-568.064068,-598.458425
-587.476005,-613.916078
-606.887942,-629.373731
-626.299878,-644.831385
-645.711815,-660.289038
-665.123752,-675.746691
-684.535688,-691.204344
-703.947625,-706.661998
-723.359562,-722.119651
-742.771498,-737.577304
-762.183435,-753.034957
-781.595372,-768.492611
-801.007308,-783.950264
-820.419245,-799.407917
-839.831182,-814.865571
-859.243118,-830.323224
-878.655055,-845.780877
-898.066992,-861.238530
-917.478928,-876.696184
-936.890865,-892.153837
-956.302802,-907.611490
-975.714738,-923.069143
-995.126675,-938.526797
-1014.538612,-953.984450
-1033.950548,-969.442103
-1053.362485,-984.899757
-1072.774422,-1000.357410
-1092.186358,-1015.815063
-1111.598295,-1031.272716
-1131.010232,-1046.730370
-1150.422168,-1062.188023
-1169.834105,-1077.645676
-1189.246042,-1093.103329
-1208.657978,-1108.560983

1256.657978,854.560983
1236.839839,839.095932
1217.050221,823.594401
1197.291152,808.053951
1177.564700,792.472117
1157.872998,776.846392
1138.218258,761.174198
1118.602783,745.452888
1099.028998,729.679703
1079.499462,713.851764
1060.016892,697.966051
1040.584173,682.019393
1021.204371,666.008469
1001.880734,649.929803
982.616709,633.779763
963.415949,617.554559
944.282320,601.250245
925.219907,584.862724
906.233012,568.387766
887.326156,551.821015
868.504063,535.158025
849.771659,518.394270
831.134054,501.525183
812.596529,484.546178
794.164516,467.452690
775.843570,450.240213
757.639341,432.904341
739.557542,415.440808
721.603912,397.845536
703.784173,380.114680
686.103976,362.244675
668.568848,344.232298
651.184126,326.074715
633.954887,307.769532
616.885863,289.314862
599.981348,270.709386
583.245092,251.952411
566.680166,233.043957
550.288836,213.984820
534.072378,194.776674
518.030881,175.422172
502.163009,155.925069
486.465712,136.290374
470.933888,116.524524
455.559967,96.635609
440.333429,76.633635
425.240235,56.530852
410.262203,36.342118
395.376331,16.085335
380.554130,-4.218083
365.761075,-24.542747
350.956271,-44.858854
336.092513,-65.131868
321.116851,-85.322360
305.971983,-105.386242
290.597706,-125.274882
274.934973,-144.937159
258.924150,-164.317044
242.520742,-183.365788
225.664914,-202.015386
208.361607,-220.250571
190.511690,-237.951046
172.251041,-255.227478
153.330780,-271.778908
134.152883,-288.031129
114.177802,-303.292904
94.161507,-318.500611
73.259974,-332.466682
52.466647,-346.593395
30.845375,-359.417042
9.335004,-372.425900
-12.808042,-384.325956
-34.929501,-396.266119
-57.456749,-407.421800
-80.042314,-418.458949
-102.862105,-429.003305
-125.766738,-439.362078
-148.801737,-449.427623
-171.907625,-459.329359
-195.082452,-469.068650
-218.298231,-478.709918
-241.541222,-488.285396
-264.793140,-497.839179
-288.039180,-507.407253
-311.264485,-517.025549
-334.455423,-526.726418
-357.598993,-536.539755
-380.682985,-546.492430
-403.695898,-556.608370
-426.626964,-566.908496
-449.466169,-577.410740
-472.204279,-588.130102
-494.832882,-599.078741
-517.344430,-610.266083
-539.732267,-621.698979
-561.990666,-633.381875
-584.114841,-645.317002
-606.100960,-657.504577
-627.946132,-669.943019
-649.648399,-682.629153
-671.206691,-695.558439
-692.620785,-708.725176
-713.891254,-722.122696
-735.019398,-735.743561
-756.007168,-749.579743
-776.857104,-763.622769
-797.572239,-777.863892
-818.156034,-792.294200
-838.612281,-806.904758
-858.945050,-821.686669
-879.158602,-836.631192
-899.257324,-851.729794
-919.245682,-866.974201
-939.128156,-882.356454
-958.909209,-897.868912
-978.593239,-913.504301
-998.184552,-929.255710
-1017.687320,-945.116621
-1037.105568,-961.080895
-1056.443165,-977.142768
-1075.703832,-993.296813
-1094.891139,-1009.537923
-1114.008509,-1025.861299
-1133.059234,-1042.262406
-1152.046485,-1058.736954
-1170.973353,-1075.280839
-1189.842857,-1091.890121
-1208.657978,-1108.560983

1256.657978,854.560983
1237.826699,837.768296
1219.027964,820.939185
1200.265771,804.069344
1181.544119,787.154523
1162.867000,770.190542
1144.238393,753.173303
1125.662264,736.098794
1107.142562,718.963099
1088.683206,701.762412
1070.288093,684.493040
1051.961079,667.151414
1033.705976,649.734105
1015.526558,632.237816
997.426522,614.659416
979.409510,596.995931
961.479086,579.244556
943.638718,561.402676
925.891780,543.467860
908.241532,525.437881
890.691097,507.310728
873.243467,489.084603
855.901462,470.757949
838.667724,452.329447
821.544701,433.798027
